順位,選手名,チーム,防御率,勝利,敗北,セlブ,ホlルド,投球回,被安打,被本塁打,与四死球,奪三振,自責点,WHIP,被安打率,被本打率,奪三振率,与四死率,DIPS,K/BB,HldR,PFR
231,笠原　祥太郎,中日,5.29,1,2,0,0,17.0,18,4,10,8,10,1.59,9.53,2.12,4.24,5.29,6.83,0.89,.750,1.00
234,ロドリゲス,日本ハム,2.20,3,2,0,8,16.1,14,0,4,13,4,1.04,7.71,0.00,7.16,2.20,2.08,4.33,.778,0.98
234,岩下　大輝,ロッテ,0.55,1,0,0,3,16.1,6,1,8,9,1,0.86,3.31,0.55,4.96,4.41,4.10,1.13,1.000,1.04
234,池田　隆英,日本ハム,3.31,1,3,0,0,16.1,15,0,6,11,6,1.29,8.27,0.00,6.06,3.31,2.88,1.83,.714,1.04
237,唐川　侑己,ロッテ,5.28,2,1,0,8,15.1,14,3,3,8,9,1.04,8.22,1.76,4.70,1.76,5.21,4.00,.571,0.65
237,十亀　剣,西武,2.35,0,0,0,0,15.1,15,2,9,15,4,1.50,8.80,1.17,8.80,5.28,4.42,1.88,.909,1.50
237,コルニエル,広島,3.52,0,0,0,0,15.1,15,2,5,19,6,1.24,8.80,1.17,11.15,2.93,3.32,4.75,.778,1.50
240,大下　佑馬,ヤクルト,4.20,0,0,0,1,15.0,16,4,3,11,7,1.27,9.60,2.40,6.60,1.80,5.72,3.67,.800,0.93
241,小木田　敦也,オリックス,3.14,0,0,0,5,14.1,16,1,6,13,5,1.53,10.05,0.63,8.16,3.77,3.47,2.17,.810,1.33
241,戸根　千明,巨人,5.02,0,0,0,0,14.1,16,4,4,9,8,1.33,10.05,2.51,5.65,2.51,6.33,3.00,.750,0.84
241,桐敷　拓馬,阪神,5.02,0,3,0,0,14.1,20,2,4,16,8,1.67,12.56,1.26,10.05,2.51,3.12,4.00,.727,1.40
244,島本　浩也,阪神,2.57,0,0,0,2,14.0,12,1,2,11,4,1.00,7.71,0.64,7.07,1.29,2.91,5.50,.769,0.93
244,田中　靖洋,ロッテ,8.36,0,1,0,2,14.0,25,2,10,6,13,2.50,16.07,1.29,3.86,6.43,5.83,0.60,.667,1.14
244,藤井　黎來,広島,3.86,0,1,0,0,14.0,10,1,10,15,6,1.36,6.43,0.64,9.64,6.43,3.83,1.67,.737,1.71
247,弓削　隼人,楽天,3.29,0,1,1,0,13.2,14,2,8,5,5,1.46,9.22,1.32,3.29,5.27,6.05,0.83,.850,0.80
247,バルガス,オリックス,6.59,0,1,0,2,13.2,18,1,8,11,10,1.90,11.85,0.66,7.24,5.27,4.22,1.38,.640,1.39
249,渡邉　勇太朗,西武,6.08,1,1,0,0,13.1,15,1,12,6,9,1.95,10.13,0.68,4.05,8.10,5.90,0.55,.692,1.28
250,東　晃平,オリックス,4.85,1,0,0,0,13.0,17,1,6,7,7,1.69,11.77,0.69,4.85,4.15,4.20,1.40,.727,0.92
250,金子　千尋,日本ハム,4.85,1,2,0,0,13.0,15,0,1,11,7,1.23,10.38,0.00,7.62,0.69,1.66,11.00,.563,0.92
250,鈴木　博志,中日,4.15,0,1,0,1,13.0,11,0,6,9,6,1.23,7.62,0.00,6.23,4.15,3.12,1.80,.647,1.08
253,砂田　毅樹,DeNA,5.68,0,0,0,0,12.2,17,2,6,8,8,1.74,12.08,1.42,5.68,4.26,5.09,1.60,.714,1.03
253,三嶋　一輝,DeNA,2.84,2,2,1,5,12.2,8,1,6,11,4,1.11,5.68,0.71,7.82,4.26,3.59,1.83,.769,1.34
253,渡邊　佑樹,楽天,2.13,0,0,0,1,12.2,7,0,9,10,3,0.87,4.97,0.00,7.11,6.39,3.67,2.50,.813,1.11
256,中村　稔弥,ロッテ,8.03,0,0,0,1,12.1,17,0,10,10,11,2.11,12.41,0.00,7.30,7.30,3.69,1.11,.593,1.54
256,星　知弥,ヤクルト,4.38,0,1,0,0,12.1,14,2,7,12,6,1.62,10.22,1.46,8.76,5.11,4.98,2.00,.789,1.46
256,鈴木　昭汰,ロッテ,7.30,1,3,0,0,12.1,22,1,9,5,10,2.51,16.05,0.73,3.65,6.57,5.55,0.56,.700,1.14
256,岡野　祐一郎,中日,12.41,1,3,0,0,12.1,20,3,8,7,17,2.19,14.59,2.19,5.11,5.84,7.09,1.00,.440,1.14
256,山下　輝,ヤクルト,1.46,1,1,0,0,12.1,14,0,6,3,2,1.54,10.22,0.00,2.19,4.38,4.09,0.60,.900,0.65
261,Ｋ－鈴木,オリックス,6.75,0,1,0,2,12.0,12,3,3,13,9,1.25,9.00,2.25,9.75,2.25,4.95,4.33,.500,1.33
261,津留﨑　大成,楽天,4.50,0,0,0,2,12.0,16,0,6,7,6,1.83,12.00,0.00,5.25,4.50,3.20,1.17,.727,1.08
261,市川　悠太,ヤクルト,7.50,0,0,0,0,12.0,17,1,7,6,10,1.92,12.75,0.75,4.50,5.25,4.95,1.00,.609,1.00
261,内海　哲也,西武,3.00,0,1,0,0,12.0,12,2,2,8,4,1.17,9.00,1.50,6.00,1.50,4.45,4.00,.833,0.83
261,大道　温貴,広島,6.75,0,1,0,0,12.0,16,5,4,8,9,1.58,12.00,3.75,6.00,3.00,8.20,2.67,.733,0.92
266,小林　慶祐,阪神,1.59,0,0,0,0,11.1,12,1,4,9,2,1.41,9.53,0.79,7.15,3.18,3.47,2.25,.933,1.15
266,尾形　崇斗,ソフトバンク,5.56,1,0,0,0,11.1,14,2,6,11,7,1.76,11.12,1.59,8.74,4.76,5.06,1.83,.722,1.50
268,福井　優也,楽天,4.09,0,0,0,1,11.0,14,1,4,7,5,1.64,11.45,0.82,5.73,3.27,3.85,1.75,.765,1.00
269,坂本　光士郎,ヤクルト,9.28,0,1,0,0,10.2,15,4,10,11,11,2.25,12.66,3.38,9.28,8.44,8.75,1.22,.667,1.88
269,立野　和明,日本ハム,10.13,1,2,0,0,10.2,16,1,5,4,12,1.88,13.50,0.84,3.38,4.22,5.00,1.00,.450,0.75
271,福田　俊,日本ハム,0.87,0,0,0,3,10.1,7,0,7,11,1,1.35,6.10,0.00,9.58,6.10,3.02,1.57,.929,1.74
271,山田　修義,オリックス,4.35,1,0,0,2,10.1,11,0,5,14,5,1.45,9.58,0.00,12.19,4.35,1.86,3.50,.688,1.74
271,中川　虎大,DeNA,4.35,0,0,0,0,10.1,8,1,8,11,5,1.45,6.97,0.87,9.58,6.97,4.57,1.57,.733,1.74
274,奥村　政稔,ソフトバンク,0.90,0,0,0,0,10.0,5,1,1,7,1,0.60,4.50,0.90,6.30,0.90,3.32,7.00,1.000,0.80
274,生田目　翼,日本ハム,3.60,0,1,0,0,10.0,7,0,5,7,4,1.10,6.30,0.00,6.30,4.50,3.22,1.75,.667,1.10
276,黒原　拓未,広島,6.52,0,0,0,1,9.2,11,0,5,11,7,1.55,10.24,0.00,10.24,4.66,2.40,2.75,.563,1.55
277,谷川　昌希,日本ハム,3.86,0,0,0,0,9.1,10,1,3,8,4,1.39,9.64,0.96,7.71,2.89,3.76,2.67,.750,1.18
277,金久保　優斗,ヤクルト,7.71,1,1,0,0,9.1,13,3,2,4,8,1.61,12.54,2.89,3.86,1.93,6.76,2.00,.583,0.64
277,増井　浩俊,オリックス,3.86,0,2,0,0,9.1,13,0,4,11,4,1.82,12.54,0.00,10.61,3.86,2.05,2.75,.765,1.61
280,公文　克彦,西武,0.00,0,0,0,7,9.0,5,0,6,8,0,1.11,5.00,0.00,8.00,6.00,3.34,1.60,1.000,1.44
280,望月　大希,日本ハム,7.00,0,0,0,0,9.0,15,1,5,8,7,2.11,15.00,1.00,8.00,5.00,4.45,2.00,.684,1.33
280,吉田　大喜,ヤクルト,3.00,0,1,0,0,9.0,14,1,5,7,3,2.11,14.00,1.00,7.00,5.00,4.68,1.40,.889,1.33
283,一岡　竜司,広島,2.08,1,0,0,1,8.2,15,0,1,7,2,1.85,15.58,0.00,7.27,1.04,1.85,7.00,.875,0.92
283,坂本　光士郎,ロッテ,4.15,0,0,0,1,8.2,9,3,1,6,4,1.15,9.35,3.12,6.23,1.04,6.58,6.00,.857,0.81
283,森木　大智,阪神,6.23,0,2,0,0,8.2,9,0,3,6,6,1.38,9.35,0.00,6.23,3.12,2.08,2.00,.500,1.04
286,桜井　俊貴,巨人,14.04,2,0,0,0,8.1,13,3,8,9,13,2.28,14.04,3.24,9.72,8.64,8.52,1.50,.444,1.80
286,三浦　銀二,DeNA,10.80,0,0,0,0,8.1,16,2,1,8,10,2.04,17.28,2.16,8.64,1.08,4.68,8.00,.467,1.08
286,橋本　侑樹,中日,9.72,0,0,0,0,8.1,12,2,6,5,9,1.80,12.96,2.16,5.40,6.48,7.20,1.67,.563,0.96
289,菊池　保則,広島,5.63,0,0,0,2,8.0,10,2,5,6,5,1.75,11.25,2.25,6.75,5.63,6.37,1.50,.769,1.25
289,森　遼大朗,ロッテ,10.13,0,1,0,0,8.0,11,1,5,4,9,2.00,12.38,1.13,4.50,5.63,5.62,0.80,.467,1.13
291,北浦　竜次,日本ハム,2.35,0,0,1,0,7.2,10,0,5,6,2,1.96,11.74,0.00,7.04,5.87,3.51,1.20,.867,1.43
292,ビエイラ,巨人,9.82,0,2,0,0,7.1,9,3,9,8,8,2.32,11.05,3.68,9.82,11.05,9.94,1.00,.667,2.18
292,富山　凌雅,オリックス,11.05,0,0,0,3,7.1,10,3,3,7,9,1.77,12.27,3.68,8.59,3.68,7.76,2.33,.400,1.36
292,田上　奏大,ソフトバンク,2.45,0,0,0,0,7.1,4,0,6,2,2,1.36,4.91,0.00,2.45,7.36,5.03,0.33,.800,1.09
295,馬場　皐輔,阪神,5.14,0,1,0,0,7.0,12,1,3,7,4,2.14,15.43,1.29,9.00,3.86,3.41,2.33,.786,1.43
295,大竹　耕太郎,ソフトバンク,6.43,0,2,0,0,7.0,10,1,3,5,5,1.71,12.86,1.29,6.43,3.86,4.83,2.50,.667,1.00
297,中村　勝,オリックス,8.53,0,1,0,0,6.1,12,0,4,4,6,2.37,17.05,0.00,5.68,5.68,3.75,1.33,.625,1.11
297,高田　孝一,楽天,7.11,0,0,0,0,6.1,8,2,4,9,5,1.89,11.37,2.84,12.79,5.68,6.28,2.25,.700,2.05
299,小峯　新陸,楽天,6.00,0,0,0,0,6.0,9,0,5,4,4,2.33,13.50,0.00,6.00,7.50,4.29,0.80,.714,1.50
299,森原　康平,DeNA,6.00,0,0,0,0,6.0,6,2,0,8,4,1.00,9.00,3.00,12.00,0.00,4.79,∞,.500,1.33
299,岡田　俊哉,中日,9.00,0,2,0,0,6.0,9,1,4,5,6,2.17,13.50,1.50,7.50,6.00,5.62,1.25,.583,1.50
299,釜田　佳直,楽天,6.00,0,0,0,0,6.0,10,0,3,2,4,2.17,15.00,0.00,3.00,4.50,3.95,0.67,.692,0.83
303,大曲　錬,西武,6.35,0,0,0,0,5.2,5,0,4,0,4,1.59,7.94,0.00,0.00,6.35,5.24,0.00,.556,0.71
303,山本　大貴,ヤクルト,7.94,0,0,0,0,5.2,10,3,1,4,5,1.94,15.88,4.76,6.35,1.59,9.12,4.00,.750,0.88
305,池谷　蒼大,DeNA,3.38,1,0,0,0,5.1,3,1,7,7,2,1.88,5.06,1.69,11.81,11.81,6.87,1.00,.889,2.63
305,齋藤　綱記,オリックス,6.75,0,0,0,0,5.1,7,0,1,5,4,1.50,11.81,0.00,8.44,1.69,1.81,5.00,.500,1.13
305,大江　竜聖,巨人,1.69,0,0,0,0,5.1,5,1,4,5,1,1.50,8.44,1.69,8.44,6.75,5.93,1.67,1.000,1.50
305,石川　達也,DeNA,8.44,0,0,0,0,5.1,4,1,8,3,5,2.06,6.75,1.69,5.06,13.50,8.93,0.43,.636,1.88
309,井納　翔一,巨人,1.80,1,0,0,1,5.0,5,0,2,4,1,1.40,9.00,0.00,7.20,3.60,2.72,2.00,.857,1.20
309,国吉　佑樹,ロッテ,1.80,0,0,0,0,5.0,5,0,3,4,1,1.60,9.00,0.00,7.20,5.40,3.32,1.33,.875,1.40
309,田中　正義,ソフトバンク,0.00,0,0,0,1,5.0,2,0,0,6,0,0.40,3.60,0.00,10.80,0.00,0.72,∞,1.000,1.20
309,小野　泰己,阪神,1.80,0,0,0,0,5.0,7,1,3,7,1,2.00,12.60,1.80,12.60,5.40,4.72,2.33,1.000,2.00
309,吉川　雄大,楽天,1.80,0,0,0,0,5.0,3,0,1,2,1,0.80,5.40,0.00,3.60,1.80,2.92,2.00,.750,0.60
309,髙田　萌生,楽天,7.20,0,0,0,0,5.0,5,1,5,5,4,2.00,9.00,1.80,9.00,9.00,6.12,1.00,.667,2.00
315,田浦　文丸,ソフトバンク,9.64,0,0,0,1,4.2,7,1,2,4,5,1.50,13.50,1.93,7.71,3.86,5.48,∞,.500,0.86
316,柿木　蓮,日本ハム,2.08,0,0,0,0,4.1,2,1,2,1,1,0.92,4.15,2.08,2.08,4.15,7.04,0.50,1.000,0.69
317,佐藤　優,中日,11.25,0,0,0,0,4.0,7,1,2,3,5,2.25,15.75,2.25,6.75,4.50,6.37,1.50,.500,1.25
317,東妻　勇輔,ロッテ,6.75,0,0,0,0,4.0,9,2,2,1,3,2.75,20.25,4.50,2.25,4.50,10.62,0.50,.889,0.75
317,奥川　恭伸,ヤクルト,2.25,0,0,0,0,4.0,2,1,1,3,1,0.75,4.50,2.25,6.75,2.25,5.62,3.00,1.000,1.00
317,松井　友飛,楽天,9.00,0,0,0,0,4.0,6,1,2,3,4,2.00,13.50,2.25,6.75,4.50,6.37,1.50,.571,1.25
317,有吉　優樹,DeNA,6.75,0,1,0,0,4.0,4,0,2,1,3,1.25,9.00,0.00,2.25,4.50,4.12,1.00,.500,0.50
322,能見　篤史,オリックス,2.45,0,0,0,1,3.2,2,0,2,2,1,1.09,4.91,0.00,4.91,4.91,3.67,1.00,.750,1.09
323,吉田　凌,オリックス,8.10,1,1,0,2,3.1,5,1,1,3,3,1.80,13.50,2.70,8.10,2.70,6.12,3.00,.600,1.20
323,高橋　礼,ソフトバンク,13.50,0,0,0,0,3.1,5,0,4,2,5,2.70,13.50,0.00,5.40,10.80,5.52,0.50,.444,1.80
323,フランスア,広島,8.10,0,0,0,0,3.1,2,0,6,4,3,2.10,5.40,0.00,10.80,16.20,6.12,0.80,.625,2.70
326,田村　伊知郎,西武,6.00,0,0,0,0,3.0,3,0,1,1,2,1.33,9.00,0.00,3.00,3.00,3.45,1.00,.500,0.67
326,ピープルズ,DeNA,15.00,0,2,0,0,3.0,9,0,1,4,5,3.33,27.00,0.00,12.00,3.00,1.45,4.00,.500,1.67
326,福山　博之,楽天,0.00,0,0,0,0,3.0,3,0,0,3,0,1.00,9.00,0.00,9.00,0.00,1.12,∞,1.000,1.00
326,タバーレス,中日,6.00,0,0,0,0,3.0,4,0,3,4,2,2.00,12.00,0.00,12.00,9.00,3.45,2.00,.714,2.00
326,マルク,中日,12.00,0,0,0,0,3.0,5,0,2,0,4,2.33,15.00,0.00,0.00,6.00,5.12,0.00,.429,0.67
326,阪口　皓亮,DeNA,9.00,0,0,0,0,3.0,4,1,1,2,3,1.67,12.00,3.00,6.00,3.00,7.12,2.00,.500,1.00
326,達　孝太,日本ハム,0.00,0,0,0,0,3.0,1,0,3,0,0,1.33,3.00,0.00,0.00,9.00,6.12,0.00,1.000,1.00
326,種市　篤暉,ロッテ,9.00,0,0,0,0,3.0,5,1,4,2,3,3.00,15.00,3.00,6.00,12.00,10.12,0.50,.750,2.00
326,横川　凱,巨人,15.00,0,1,0,0,3.0,7,0,1,0,5,2.67,21.00,0.00,0.00,3.00,4.12,0.00,.375,0.33
335,中村　亮太,ソフトバンク,33.75,0,0,0,0,2.2,11,1,4,1,10,5.25,37.13,3.38,3.38,13.50,11.75,0.33,.357,1.50
336,森原　康平,楽天,0.00,0,0,0,1,2.1,3,0,1,3,0,1.71,11.57,0.00,11.57,3.86,1.83,3.00,1.000,1.71
336,宮台　康平,ヤクルト,19.29,0,0,0,0,2.1,4,0,1,4,5,2.14,15.43,0.00,15.43,3.86,0.98,4.00,.000,2.14
338,佐野　泰雄,西武,0.00,0,0,0,0,2.0,0,0,3,0,0,1.00,0.00,0.00,0.00,13.50,7.62,0.00,1.000,1.00
338,秋吉　亮,ソフトバンク,13.50,0,0,0,0,2.0,4,1,0,1,3,2.00,18.00,4.50,4.50,0.00,8.62,∞,.333,0.50
338,長谷川　威展,日本ハム,0.00,0,0,0,1,2.0,2,0,1,2,0,1.50,9.00,0.00,9.00,4.50,2.62,2.00,1.000,1.50
338,山本　一輝,巨人,0.00,0,0,0,0,2.0,2,0,1,0,0,1.50,9.00,0.00,0.00,4.50,4.62,0.00,1.000,0.50
338,山口　俊,巨人,0.00,0,0,0,0,2.0,0,0,2,4,0,1.00,0.00,0.00,18.00,9.00,2.12,2.00,1.000,3.00
338,尾仲　祐哉,阪神,9.00,0,0,0,0,2.0,4,0,1,2,2,2.50,18.00,0.00,9.00,4.50,1.12,2.00,.600,1.50
344,土肥　星也,ロッテ,0.00,1,0,0,0,1.0,2,0,1,0,0,3.00,18.00,0.00,0.00,9.00,6.12,0.00,1.000,1.00
344,及川　雅貴,阪神,9.00,0,0,0,0,1.0,1,1,0,0,1,1.00,9.00,9.00,0.00,0.00,16.12,∞,∞,0.00
344,内間　拓馬,楽天,0.00,0,0,0,0,1.0,1,0,0,0,0,1.00,9.00,0.00,0.00,0.00,3.12,∞,1.000,0.00
344,柴田　大地,ヤクルト,9.00,0,0,0,0,1.0,5,0,1,2,1,6.00,45.00,0.00,18.00,9.00,2.12,2.00,.833,3.00
344,畔柳　亨丞,日本ハム,0.00,0,0,0,1,1.0,1,0,0,0,0,1.00,9.00,0.00,0.00,0.00,3.12,∞,1.000,0.00
344,小林　樹斗,広島,9.00,0,0,0,0,1.0,2,0,1,0,1,3.00,18.00,0.00,0.00,9.00,6.12,0.00,.667,1.00
344,松浦　慶斗,日本ハム,18.00,0,1,0,0,1.0,2,0,1,0,2,3.00,18.00,0.00,0.00,9.00,6.12,0.00,.333,1.00
344,竹山　日向,ヤクルト,0.00,0,0,0,0,1.0,0,0,0,1,0,0.00,0.00,0.00,9.00,0.00,1.12,∞,∞,1.00
352,杉山　晃基,ヤクルト,0.00,0,0,0,0,0.2,2,0,0,0,0,3.00,27.00,0.00,0.00,0.00,3.12,∞,1.000,0.00
352,横山　陸人,ロッテ,27.00,0,0,0,0,0.2,2,0,1,1,2,4.50,27.00,0.00,13.50,13.50,4.62,1.00,.333,3.00
354,岩嵜　翔,中日,-,0,0,0,0,0.0,0,0,1,0,1,-,-,-,-,-,-,0.00,.000,-
